OrderID,Product,ProductCategory,Brand,Description,StandardCost,UnitPrice,DateRequest,QuantitySold,DiscountPrice,TotalPrice,CustomerName,CustomerRegion,CustomerCity,Canceled,Feedback
5153,Q85JSG65K,Резонатор,Unknown,быстрый удобный 687 сверхмощный 434 надёжный точный новый,3.17,6.2,2024-04-23 12:49:31,69,0.2,513.36,Тетерина Парамон Федосьевич,Могилёвская область,Горки,0,5
5154,C5WI6FQJJ,Резистор,Unknown,сверхмощный надёжный простой 475 удобный точный быстрый 306,20.17,38.16,2024-04-23 13:23:01,95,0.2,4350.24,Данилова Корнил Тарасович,Гродненская область,Гродно,0,2
5155,VZHWJR64D,Переключатель,Nexus Labs,быстрый 482 895 сверхмощный удобный легкий надёжный точный,3.98,6.68,2024-04-23 14:23:39,3,0.0,20.04,Суворова Виссарион Никифоровна,Гродненская область,Гродно,0,5
5156,3A3ZMF8MD,Светодиод,Arion Instruments,надёжный легкий простой точный 779 удобный новый 594,10.76,16.17,2024-04-23 14:31:47,129,0.25,2607.41,Попов Ювеналий Елизарович,Минск,Минск,0,2
5157,XVG0FN9XU,Разъем,JPZ,,13.5,21.27,2024-04-23 14:44:01,121,0.25,3217.09,Шаров Болеслав Романовна,Брестская область,Брест,0,5
5158,ZRIXA11DP,Светодиод,Delphini Systems,надёжный 177 сверхмощный точный быстрый удобный легкий 921,3.14,5.71,2024-04-23 15:14:21,147,0.25,1049.21,Савин Рубен Святославовна,Гомельская область,Речица,0,1
5159,Z3NX39RBS,Акустика,Quantum Systems,,11.84,21.34,2024-04-23 16:06:51,64,0.2,1638.91,Симонова Симон Макаровна,Брестская область,Берёза,0,1
5160,G8SBI4Q2Y,Микросхема,Nexus Labs,надёжный сверхмощный удобный 125 простой новый 230 точный,17.47,32.34,2024-04-23 16:30:08,35,0.1,1245.09,Субботина Аркадий Игнатьевич,Могилёвская область,Осиповичи,0,4
5161,TD96QE3RZ,Резистор,Unknown,,21.13,39.57,2024-04-23 16:35:39,194,0.25,9595.73,Галкина Дмитрий Игнатьевич,Гродненская область,Слоним,0,5
5162,YUHZ1GV0E,Разъем,Kepler Systems,782 новый сверхмощный легкий быстрый удобный точный 164,3.61,6.66,2024-04-23 16:54:30,166,0.25,1381.95,Лапина Татьяна Святославовна,Минская область,Слуцк,0,4
5163,B2KNFTU2G,Акустика,Digit Solutions,,32.62,59.27,2024-04-23 17:21:55,65,0.2,4623.06,Нестеров Милица Степановна,Витебская область,Новополоцк,0,
5164,8W3ZP08J3,Транзистор,Unknown,584 надёжный сверхмощный точный 53 быстрый простой новый,21.77,40.11,2024-04-24 09:23:31,33,0.1,1455.99,Шаров Виссарион Трифонович,Минск,Минск,0,3
5165,AGL58KXO9,Резистор,JPZ,сверхмощный простой новый точный 819 128 быстрый надёжный,17.0,28.05,2024-04-24 09:35:04,30,0.1,925.65,Давыдова Фортунат Даниилович,Минск,Минск,0,3
5166,ZRIXA11DP,Светодиод,Delphini Systems,надёжный 177 сверхмощный точный быстрый удобный легкий 921,3.14,5.71,2024-04-24 09:52:22,7,0.0,39.97,Гришина Флорентин Ааронович,Могилёвская область,Бобруйск,0,2
5167,YOFQEWAOU,Светодиод,Unknown,297 сверхмощный новый точный 559 удобный быстрый простой,14.77,28.76,2024-04-24 10:15:18,199,0.25,7154.05,Голубева Глафира Борисовна,Витебская область,Витебск,0,5
5168,C5WI6FQJJ,Резистор,Unknown,сверхмощный надёжный простой 475 удобный точный быстрый 306,20.17,38.16,2024-04-24 10:34:23,192,0.25,9158.4,Филиппов Натан Вениаминовна,Гродненская область,Волковыск,0,2
5169,I64CIYHE7,Оптопара,Nexus Labs,сверхмощный быстрый простой удобный легкий 933 970 надёжный,0.58,1.08,2024-04-24 12:06:06,5,0.0,5.4,Игнатьев Антип Болеславовна,Минская область,Слуцк,0,4
5170,YUHZ1GV0E,Разъем,Kepler Systems,782 новый сверхмощный легкий быстрый удобный точный 164,3.61,6.66,2024-04-24 12:18:05,183,0.25,1523.47,Поляков Ия Андреевна,Могилёвская область,Бобруйск,0,2
5171,Z41NAM148,Акустика,Fusion Technologies,202 сверхмощный 651 простой удобный надёжный новый быстрый,16.14,32.1,2024-04-24 12:59:39,14,0.1,494.34,Колесникова Аверкий Игнатьевич,Гомельская область,Жлобин,0,1
5172,D54I3QK2I,Датчик,JPZ,,14.95,27.64,2024-04-24 13:37:52,96,0.2,3184.13,Медведева Афиноген Венедиктович,Брестская область,Берёза,0,4
5173,JV6OH9SDB,Акустика,Kepler Systems,,1.84,2.82,2024-04-24 14:08:40,154,0.25,542.85,Галкина Конон Харлампович,Минск,Минск,0,4
5174,IDKWNNHJ7,Оптопара,Unknown,надёжный новый сверхмощный 76 удобный 520 легкий быстрый,20.7,31.75,2024-04-24 14:14:54,123,0.25,4881.56,Дмитриев Прокл Николаевна,Минская область,Борисов,0,
5175,TRP0J43D5,Конденсатор,Digit Solutions,сверхмощный точный удобный простой быстрый 100 легкий 999,4.53,7.43,2024-04-24 15:08:15,43,0.1,351.44,Рябова Вероника Ивановна,Гродненская область,Лида,0,
5176,Z3NX39RBS,Акустика,Quantum Systems,,11.84,21.34,2024-04-24 15:15:45,144,0.25,0,Пахомов Константин Викторовна,Витебская область,Орша,1,5
5177,ZRIXA11DP,Светодиод,Delphini Systems,надёжный 177 сверхмощный точный быстрый удобный легкий 921,3.14,5.71,2024-04-24 15:31:22,7,0.0,39.97,Евдокимова Эммануил Артемовна,Гомельская область,Гомель,0,4
5178,PUXQPHR62,Аккумулятор,Unknown,,5.51,9.38,2024-04-24 15:44:05,160,0.25,1876.0,Суворова Виссарион Никифоровна,Гродненская область,Гродно,0,
5179,M5ZJA8DZR,Трансформатор,Kepler Technologies,,17.0,31.09,2024-04-24 16:14:52,150,0.25,5829.38,Зуева Илья Демьянович,Брестская область,Барановичи,0,4
5180,C5WI6FQJJ,Резистор,Unknown,сверхмощный надёжный простой 475 удобный точный быстрый 306,20.17,38.16,2024-04-24 16:34:46,132,0.25,6296.4,Шаров Виссарион Трифонович,Минск,Минск,0,5
5181,TRP0J43D5,Конденсатор,Digit Solutions,сверхмощный точный удобный простой быстрый 100 легкий 999,4.53,7.43,2024-04-24 16:43:42,18,0.1,147.11,Шаров Болеслав Романовна,Брестская область,Брест,0,4
5182,FQ8MYX444,Реле,Unknown,сверхмощный удобный простой быстрый 526 надёжный точный 426,12.31,22.13,2024-04-24 16:47:13,185,0.25,5117.56,Голубева Глафира Борисовна,Витебская область,Витебск,0,
5183,VS4F8CGVY,Предохранитель,Arkham Devices,,14.91,23.7,2024-04-24 17:15:58,24,0.1,625.68,Новикова Лавр Георгиевич,Минская область,Молодечно,0,1
5184,IDKWNNHJ7,Оптопара,Unknown,надёжный новый сверхмощный 76 удобный 520 легкий быстрый,20.7,31.75,2024-04-24 17:52:18,78,0.2,2971.8,Рябова Вероника Ивановна,Гродненская область,Лида,0,
5185,QPGB7R3OC,Трансформатор,JPZ,удобный точный сверхмощный 306 легкий 572 простой надёжный,11.69,22.33,2024-04-25 09:48:33,50,0.2,1339.8,Назаров Аким Павловна,Минская область,Слуцк,0,4
5186,9SKDGIGAT,Оптопара,Unknown,быстрый надёжный точный сверхмощный 322 легкий удобный 452,0.22,0.35,2024-04-25 10:11:53,146,0.25,63.87,Назарова Феврония Геннадьевна,Гомельская область,Речица,0,1
5187,0Y9DOM5IG,Индуктивность,Arkham Devices,,0.46,0.76,2024-04-25 10:54:09,10,0.1,8.36,Ларионов Терентий Андреевич,Витебская область,Витебск,0,2
5188,YUHZ1GV0E,Разъем,Kepler Systems,782 новый сверхмощный легкий быстрый удобный точный 164,3.61,6.66,2024-04-25 10:58:20,43,0.1,315.02,Калашников Флорентин Вадимовна,Брестская область,Берёза,0,
5189,X2X18HAFE,Транзистор,Digit Solutions,,13.81,26.94,2024-04-25 11:11:16,88,0.2,2844.86,Новикова Лавр Георгиевич,Минская область,Молодечно,0,4
5190,AC56T4UFE,Предохранитель,Unknown,,14.09,21.69,2024-04-25 12:41:13,148,0.25,4012.65,Фомичев Кира Жанович,Минск,Минск,0,3
5191,D84U89YJB,Реле,Nexus Labs,,8.99,15.91,2024-04-25 13:31:06,171,0.25,3400.76,Суворова Виссарион Никифоровна,Гродненская область,Гродно,0,5
5192,M5ZJA8DZR,Трансформатор,Kepler Technologies,,17.0,31.09,2024-04-25 13:54:55,175,0.25,6800.94,Савин Рубен Святославовна,Гомельская область,Речица,0,2
5193,CQ99CHJ75,Аккумулятор,Unknown,,6.47,10.48,2024-04-25 13:56:37,6,0.0,62.88,Петухова Нифонт Ярославович,Гомельская область,Речица,0,5
5194,AGL58KXO9,Резистор,JPZ,сверхмощный простой новый точный 819 128 быстрый надёжный,17.0,28.05,2024-04-25 14:29:33,128,0.25,4488.0,Данилова Корнил Тарасович,Гродненская область,Гродно,0,
5195,V08HHXFGC,Резистор,Arion Technologies,удобный 279 713 надёжный простой новый легкий сверхмощный,14.12,23.29,2024-04-25 14:36:45,77,0.2,2152.0,Назарова Феврония Геннадьевна,Гомельская область,Речица,0,
5196,CQ99CHJ75,Аккумулятор,Unknown,,6.47,10.48,2024-04-25 14:42:30,57,0.2,716.83,Колесникова Аверкий Игнатьевич,Гомельская область,Жлобин,0,
5197,Q85JSG65K,Резонатор,Unknown,быстрый удобный 687 сверхмощный 434 надёжный точный новый,3.17,6.2,2024-04-25 16:08:11,179,0.25,1387.25,Мельникова Алла Ярославович,Минская область,Борисов,0,4
5198,Z41NAM148,Акустика,Fusion Technologies,202 сверхмощный 651 простой удобный надёжный новый быстрый,16.14,32.1,2024-04-26 09:30:29,146,0.25,5858.25,Ларионов Иван Игоревич,Витебская область,Новополоцк,0,5
5199,CYWD14VE9,Аккумулятор,Nexus Labs,,23.96,39.19,2024-04-26 09:55:05,170,0.25,8327.88,Дмитриев Прокл Николаевна,Минская область,Борисов,0,1
5200,YOFQEWAOU,Светодиод,Unknown,297 сверхмощный новый точный 559 удобный быстрый простой,14.77,28.76,2024-04-26 09:55:22,104,0.25,3738.8,Петухова Нифонт Ярославович,Гомельская область,Речица,0,1
5201,L4ZKLOOKE,Транзистор,Digit Solutions,,1.33,2.43,2024-04-26 11:16:09,95,0.2,277.02,Зуева Илья Демьянович,Брестская область,Барановичи,0,4
5202,60RJIW1SW,Аккумулятор,Fusion Technologies,быстрый 849 новый легкий удобный простой 900 точный,5.2,10.0,2024-04-26 11:16:22,151,0.25,1887.5,Самсонова Онуфрий Тимофеевна,Минская область,Борисов,0,3
5203,VZHWJR64D,Переключатель,Nexus Labs,быстрый 482 895 сверхмощный удобный легкий надёжный точный,3.98,6.68,2024-04-26 11:39:14,157,0.25,1310.95,Белозерова Вячеслав Филипповна,Могилёвская область,Могилёв,0,5
5204,G8SBI4Q2Y,Микросхема,Nexus Labs,надёжный сверхмощный удобный 125 простой новый 230 точный,17.47,32.34,2024-04-26 11:44:25,22,0.1,0,Юдин Будимир Робертовна,Брестская область,Берёза,1,1
5205,UR23GDPPQ,Акустика,Arion Systems,,10.88,19.23,2024-04-26 12:08:41,139,0.25,3341.21,Силина Конон Феоктистович,Могилёвская область,Бобруйск,0,
5206,KV9RFTMTT,Резонатор,Arkham Devices,681 новый легкий точный сверхмощный простой 822 удобный,8.64,13.96,2024-04-26 12:32:16,166,0.25,2896.7,Шаров Болеслав Романовна,Брестская область,Брест,0,
5207,94874FRHO,Трансформатор,Arkham Devices,,6.13,11.33,2024-04-26 13:05:57,9,0.0,101.97,Филиппов Натан Вениаминовна,Гродненская область,Волковыск,0,3
5208,7PZE9VIFT,Дисплей,Delphini Systems,точный 416 простой 703 легкий быстрый сверхмощный новый,7.97,12.27,2024-04-26 13:39:38,147,0.25,0,Ковалев Лавр Харлампьевич,Брестская область,Брест,1,3
5209,Q85JSG65K,Резонатор,Unknown,быстрый удобный 687 сверхмощный 434 надёжный точный новый,3.17,6.2,2024-04-26 14:09:10,10,0.1,0,Суворова Филипп Евстигнеевич,Могилёвская область,Осиповичи,1,
5210,XAJI0Y6DP,Трансформатор,Fusion Technologies,406 удобный надёжный 81 легкий простой новый точный,20.5,39.13,2024-04-26 14:25:24,50,0.2,2347.8,Белозерова Вячеслав Филипповна,Могилёвская область,Могилёв,0,4
5211,XVF1T2TAL,Индуктивность,Nexus Labs,точный 865 сверхмощный легкий быстрый 303 удобный надёжный,8.56,15.66,2024-04-26 15:06:24,69,0.2,1296.65,Титова Алексей Алексеевна,Могилёвская область,Осиповичи,0,1
5212,3CFL0UKEY,Индуктивность,Unknown,быстрый 960 простой точный надёжный 191 новый сверхмощный,19.16,36.88,2024-04-26 15:18:13,73,0.2,0,Филиппов Натан Вениаминовна,Гродненская область,Волковыск,1,3
5213,0Y9DOM5IG,Индуктивность,Arkham Devices,,0.46,0.76,2024-04-26 17:31:08,165,0.25,156.75,Комиссарова Вячеслав Филимонович,Могилёвская область,Осиповичи,0,
5214,72WX7PTX6,Аккумулятор,Digit Solutions,надёжный удобный точный простой новый 662 293 легкий,10.62,18.94,2024-04-26 17:41:32,58,0.2,1318.22,Васильев Леон Федосеевич,Гродненская область,Слоним,0,3
5215,7PZE9VIFT,Дисплей,Delphini Systems,точный 416 простой 703 легкий быстрый сверхмощный новый,7.97,12.27,2024-04-26 17:49:07,42,0.1,566.87,Васильев Леон Федосеевич,Гродненская область,Слоним,0,5
5216,T7E8G8JDP,Реле,Unknown,сверхмощный легкий точный удобный 81 новый быстрый 435,17.92,34.3,2024-04-29 09:12:42,76,0.2,3128.16,Кузьмина Твердислав Евстигнеевич,Минск,Минск,0,2
5217,T7E8G8JDP,Реле,Unknown,сверхмощный легкий точный удобный 81 новый быстрый 435,17.92,34.3,2024-04-29 11:41:10,171,0.25,7331.62,Суворова Виссарион Никифоровна,Гродненская область,Гродно,0,2
5218,3W5UZBIKC,Микросхема,Arkham Devices,,2.51,4.56,2024-04-29 13:02:36,21,0.1,105.34,Константинова Станимир Захаровна,Витебская область,Орша,0,
5219,XVF1T2TAL,Индуктивность,Nexus Labs,точный 865 сверхмощный легкий быстрый 303 удобный надёжный,8.56,15.66,2024-04-29 13:34:57,115,0.25,2251.12,Коновалов Наина Артемьевич,Брестская область,Барановичи,0,
5220,A26YFPMVX,Акустика,Fusion Technologies,,4.15,7.16,2024-04-29 14:03:25,86,0.2,738.91,Васильев Леон Федосеевич,Гродненская область,Слоним,0,4
5221,YOFQEWAOU,Светодиод,Unknown,297 сверхмощный новый точный 559 удобный быстрый простой,14.77,28.76,2024-04-29 16:17:53,105,0.25,3774.75,Зуева Илья Демьянович,Брестская область,Барановичи,0,5
5222,FQ8MYX444,Реле,Unknown,сверхмощный удобный простой быстрый 526 надёжный точный 426,12.31,22.13,2024-04-29 16:18:23,151,0.25,4177.04,Муравьев Прасковья Германович,Гомельская область,Жлобин,0,4
5223,TQLL8OS9X,Дисплей,Kepler Instruments,89 удобный легкий точный надёжный простой новый 336,9.34,17.7,2024-04-29 16:34:41,9,0.0,159.3,Зиновьева Владислав Тихонович,Гродненская область,Слоним,0,
5224,5LXO6QJIU,Транзистор,Nexus Labs,662 177 легкий точный новый удобный простой быстрый,13.17,22.76,2024-04-29 16:35:17,13,0.1,325.47,Шаров Виссарион Трифонович,Минск,Минск,0,4
5225,CN9J2QP89,Датчик,JPZ,,5.46,9.37,2024-04-29 16:39:32,128,0.25,1499.2,Поляков Ия Андреевна,Могилёвская область,Бобруйск,0,3
5226,N13JCAT9M,Резистор,Digit Solutions,точный новый быстрый простой 254 461 надёжный легкий,2.59,4.18,2024-04-29 17:12:38,35,0.1,160.93,Суворова Виссарион Никифоровна,Гродненская область,Гродно,0,3
5227,B2KNFTU2G,Акустика,Digit Solutions,,32.62,59.27,2024-04-29 17:19:59,146,0.25,10816.77,Зайцев Маргарита Викторович,Гродненская область,Волковыск,0,2
5228,PJA1WJ0TP,Резонатор,Digit Solutions,,5.5,10.44,2024-04-29 17:32:47,107,0.25,1396.35,Ковалев Лавр Харлампьевич,Брестская область,Брест,0,2
5229,IDKWNNHJ7,Оптопара,Unknown,надёжный новый сверхмощный 76 удобный 520 легкий быстрый,20.7,31.75,2024-04-29 17:38:58,36,0.1,1257.3,Трофимова Анна Федосеевич,Витебская область,Полоцк,0,3
5230,VS4F8CGVY,Предохранитель,Arkham Devices,,14.91,23.7,2024-04-29 17:55:03,185,0.25,5480.62,Белова Аполлон Адамович,Минск,Минск,0,3
5231,Z3NX39RBS,Акустика,Quantum Systems,,11.84,21.34,2024-04-29 17:55:39,88,0.2,2253.5,Новикова Лавр Георгиевич,Минская область,Молодечно,0,
5232,CYWD14VE9,Аккумулятор,Nexus Labs,,23.96,39.19,2024-04-30 09:08:14,198,0.25,9699.52,Попов Ювеналий Елизарович,Минск,Минск,0,
5233,SJ49ITN7S,Разъем,Nexus Labs,,16.7,27.94,2024-04-30 09:58:23,169,0.25,5902.33,Шубин Михей Изотович,Брестская область,Брест,0,4
5234,1YXR2DHYL,Дисплей,Arkham Devices,легкий точный сверхмощный простой новый удобный 577 307,5.13,8.16,2024-04-30 10:24:43,152,0.25,1550.4,Новикова Лавр Георгиевич,Минская область,Молодечно,0,
5235,A26YFPMVX,Акустика,Fusion Technologies,,4.15,7.16,2024-04-30 10:28:14,188,0.25,1682.6,Пестова Евсей Даниловна,Минская область,Молодечно,0,5
5236,D54I3QK2I,Датчик,JPZ,,14.95,27.64,2024-04-30 10:47:40,138,0.25,4767.9,Рябова Валерий Гавриилович,Гомельская область,Жлобин,0,1
5237,ZCOTOHP6V,Реле,JPZ,,24.94,41.54,2024-04-30 10:50:36,151,0.25,7840.68,Муравьева Ювеналий Артемовна,Минская область,Жодино,0,
5238,Z41NAM148,Акустика,Fusion Technologies,202 сверхмощный 651 простой удобный надёжный новый быстрый,16.14,32.1,2024-04-30 10:55:42,119,0.25,4774.88,Давыдова Фортунат Даниилович,Минск,Минск,0,5
5239,CQ99CHJ75,Аккумулятор,Unknown,,6.47,10.48,2024-04-30 11:54:56,116,0.25,1519.6,Ларионов Терентий Андреевич,Витебская область,Витебск,0,1
5240,5NF4ZW9XA,Акустика,Arkham Devices,299 быстрый новый удобный сверхмощный надёжный легкий 148,20.34,36.81,2024-04-30 11:55:52,172,0.25,7914.15,Суворова Филипп Евстигнеевич,Могилёвская область,Осиповичи,0,5
5241,5NF4ZW9XA,Акустика,Arkham Devices,299 быстрый новый удобный сверхмощный надёжный легкий 148,20.34,36.81,2024-04-30 12:02:04,11,0.1,445.4,Никитин Андрей Ефимовна,Могилёвская область,Бобруйск,0,4
5242,XAJI0Y6DP,Трансформатор,Fusion Technologies,406 удобный надёжный 81 легкий простой новый точный,20.5,39.13,2024-04-30 12:04:23,111,0.25,5429.29,Медведева Афиноген Венедиктович,Брестская область,Берёза,0,3
5243,URTP0LZJJ,Резистор,Unknown,точный сверхмощный 991 672 простой удобный надёжный быстрый,19.33,37.21,2024-04-30 12:26:37,140,0.25,0,Назаров Аким Павловна,Минская область,Слуцк,1,3
5244,A26YFPMVX,Акустика,Fusion Technologies,,4.15,7.16,2024-04-30 12:30:00,154,0.25,0,Сорокин Феоктист Викторовна,Минск,Минск,1,2
5245,URTP0LZJJ,Резистор,Unknown,точный сверхмощный 991 672 простой удобный надёжный быстрый,19.33,37.21,2024-04-30 13:11:28,170,0.25,7907.12,Никифоров Евгений Эльдаровна,Минская область,Слуцк,0,
5246,3KX7EEDTJ,Переключатель,Kepler Systems,,16.46,26.77,2024-04-30 13:23:47,100,0.25,3346.25,Фомичев Кира Жанович,Минск,Минск,0,
5247,TQLL8OS9X,Дисплей,Kepler Instruments,89 удобный легкий точный надёжный простой новый 336,9.34,17.7,2024-04-30 15:02:39,52,0.2,1104.48,Рябова Вероника Ивановна,Гродненская область,Лида,0,
5248,MLY4LYK83,Аккумулятор,Unknown,,14.39,26.91,2024-04-30 15:46:42,63,0.2,0,Соболев Андрей Эльдаровна,Минская область,Слуцк,1,
5249,90PDW5PY6,Транзистор,Arkham Devices,надёжный 891 точный сверхмощный легкий новый простой 460,5.64,9.38,2024-04-30 16:51:45,188,0.25,2204.3,Ларионов Терентий Андреевич,Витебская область,Витебск,0,3
5250,Z41NAM148,Акустика,Fusion Technologies,202 сверхмощный 651 простой удобный надёжный новый быстрый,16.14,32.1,2024-04-30 17:12:03,42,0.1,1483.02,Силина Конон Феоктистович,Могилёвская область,Бобруйск,0,
5251,Q85JSG65K,Резонатор,Unknown,быстрый удобный 687 сверхмощный 434 надёжный точный новый,3.17,6.2,2024-05-01 09:12:18,196,0.25,1519.0,Дьячков Ладислав Дмитриевна,Гомельская область,Речица,0,5
5252,1QX6GVWRD,Акустика,Arkham Devices,,5.62,9.51,2024-05-01 09:35:41,18,0.1,188.3,Ильина Лонгин Альбертовна,Минская область,Слуцк,0,1
5253,3KX7EEDTJ,Переключатель,Kepler Systems,,16.46,26.77,2024-05-01 10:14:49,17,0.1,500.6,Комиссарова Вячеслав Филимонович,Могилёвская область,Осиповичи,0,3
5254,94874FRHO,Трансформатор,Arkham Devices,,6.13,11.33,2024-05-01 10:53:18,30,0.1,373.89,Филиппов Жанна Ерофеевич,Гомельская область,Речица,0,
5255,A26YFPMVX,Акустика,Fusion Technologies,,4.15,7.16,2024-05-01 11:07:47,200,0.25,1790.0,Захаров Денис Жоресович,Витебская область,Новополоцк,0,
5256,7PZE9VIFT,Дисплей,Delphini Systems,точный 416 простой 703 легкий быстрый сверхмощный новый,7.97,12.27,2024-05-01 11:09:28,158,0.25,2423.32,Савин Рубен Святославовна,Гомельская область,Речица,0,1
5257,GDSWM31YI,Акустика,Quantum Systems,быстрый простой точный надёжный 455 782 новый удобный,11.4,19.25,2024-05-01 11:23:37,46,0.1,974.05,Мельникова Владлен Даниилович,Могилёвская область,Бобруйск,0,3
5258,V55PSQ0OX,Диод,JPZ,,4.09,7.39,2024-05-01 11:34:04,5,0.0,36.95,Ситников Ладимир Устинович,Брестская область,Барановичи,0,1
5259,5LXO6QJIU,Транзистор,Nexus Labs,662 177 легкий точный новый удобный простой быстрый,13.17,22.76,2024-05-01 11:34:53,42,0.1,1051.51,Нестеров Терентий Вячеславовна,Могилёвская область,Осиповичи,0,5
5260,UZFK8UT0C,Дисплей,Digit Solutions,,21.08,41.52,2024-05-01 12:08:50,123,0.25,6383.7,Рябова Валерий Гавриилович,Гомельская область,Жлобин,0,
5261,9V86WZS3T,Резонатор,Unknown,удобный простой 317 точный сверхмощный надёжный быстрый 408,10.92,16.83,2024-05-01 13:32:43,194,0.25,4081.27,Петухова Нифонт Ярославович,Гомельская область,Речица,0,4
5262,7HZIOYKL1,Индуктивность,Fusion Technologies,простой 795 296 новый легкий быстрый надёжный точный,4.49,7.91,2024-05-01 14:01:52,43,0.1,374.14,Горбачева Адам Евсеевич,Брестская область,Берёза,0,5
5263,90PDW5PY6,Транзистор,Arkham Devices,надёжный 891 точный сверхмощный легкий новый простой 460,5.64,9.38,2024-05-01 14:12:37,179,0.25,2098.78,Дмитриев Прокл Николаевна,Минская область,Борисов,0,4
5264,J9TZE5R5U,Оптопара,Unknown,быстрый 333 новый точный надёжный удобный сверхмощный 679,24.7,38.83,2024-05-01 14:13:42,198,0.25,9610.42,Красильников Евстафий Вилорович,Могилёвская область,Бобруйск,0,2
5265,IDKWNNHJ7,Оптопара,Unknown,надёжный новый сверхмощный 76 удобный 520 легкий быстрый,20.7,31.75,2024-05-01 14:13:47,10,0.1,349.25,Евдокимова Эммануил Артемовна,Гомельская область,Гомель,0,1
5266,7PZE9VIFT,Дисплей,Delphini Systems,точный 416 простой 703 легкий быстрый сверхмощный новый,7.97,12.27,2024-05-01 14:29:52,96,0.2,1413.5,Кузьмина Твердислав Евстигнеевич,Минск,Минск,0,1
5267,0LVSNUJZA,Конденсатор,Unknown,,11.51,17.73,2024-05-01 14:57:36,119,0.25,2637.34,Марков Ким Феоктистович,Гомельская область,Жлобин,0,
5268,M5ZJA8DZR,Трансформатор,Kepler Technologies,,17.0,31.09,2024-05-01 15:01:42,144,0.25,5596.2,Третьяков Ким Матвеевна,Минск,Минск,0,
5269,8W3ZP08J3,Транзистор,Unknown,584 надёжный сверхмощный точный 53 быстрый простой новый,21.77,40.11,2024-05-01 15:24:37,142,0.25,7119.52,Никифоров Евгений Эльдаровна,Минская область,Слуцк,0,5
5270,3W5UZBIKC,Микросхема,Arkham Devices,,2.51,4.56,2024-05-01 15:26:29,164,0.25,934.8,Гришина Флорентин Ааронович,Могилёвская область,Бобруйск,0,4
5271,D54I3QK2I,Датчик,JPZ,,14.95,27.64,2024-05-01 16:10:07,10,0.1,0,Киселев Модест Ярославович,Гродненская область,Слоним,1,2
5272,KV9RFTMTT,Резонатор,Arkham Devices,681 новый легкий точный сверхмощный простой 822 удобный,8.64,13.96,2024-05-01 16:41:24,67,0.2,1122.38,Игнатова Роман Зиновьевич,Гомельская область,Жлобин,0,4
5273,JV6OH9SDB,Акустика,Kepler Systems,,1.84,2.82,2024-05-01 16:46:34,136,0.25,0,Зиновьева Владислав Тихонович,Гродненская область,Слоним,1,3
5274,ZCOTOHP6V,Реле,JPZ,,24.94,41.54,2024-05-01 17:21:11,6,0.0,249.24,Логинова Евстигней Гордеевич,Брестская область,Берёза,0,1
5275,SEIMVIHCW,Реле,Kepler Instruments,,19.73,29.76,2024-05-01 17:29:41,135,0.25,5022.0,Давыдова Фортунат Даниилович,Минск,Минск,0,
5276,A753LC58D,Резистор,Delphini Instruments,710 сверхмощный удобный 852 новый надёжный быстрый простой,1.81,2.73,2024-05-01 17:32:45,25,0.1,75.08,Ларионов Терентий Андреевич,Витебская область,Витебск,0,1
5277,CN9J2QP89,Датчик,JPZ,,5.46,9.37,2024-05-01 17:52:25,148,0.25,1733.45,Самсонова Онуфрий Тимофеевна,Минская область,Борисов,0,
5278,XVG0FN9XU,Разъем,JPZ,,13.5,21.27,2024-05-02 10:15:05,71,0.2,1812.2,Наумов Панкрат Константиновна,Витебская область,Орша,0,5
5279,DW2PCN9T8,Транзистор,JPZ,точный 663 343 удобный быстрый сверхмощный новый простой,18.66,33.94,2024-05-02 10:44:20,183,0.25,7763.77,Никифоров Евгений Эльдаровна,Минская область,Слуцк,0,5
5280,AGL58KXO9,Резистор,JPZ,сверхмощный простой новый точный 819 128 быстрый надёжный,17.0,28.05,2024-05-02 10:48:10,142,0.25,4978.88,Сорокин Феоктист Викторовна,Минск,Минск,0,1
5281,T7E8G8JDP,Реле,Unknown,сверхмощный легкий точный удобный 81 новый быстрый 435,17.92,34.3,2024-05-02 11:01:27,108,0.25,4630.5,Ковалев Лавр Харлампьевич,Брестская область,Брест,0,1
5282,SEIMVIHCW,Реле,Kepler Instruments,,19.73,29.76,2024-05-02 11:14:32,18,0.1,589.25,Юдин Будимир Робертовна,Брестская область,Берёза,0,1
5283,CYWD14VE9,Аккумулятор,Nexus Labs,,23.96,39.19,2024-05-02 11:15:26,11,0.1,474.2,Игнатова Азарий Георгиевич,Минская область,Молодечно,0,1
5284,AC56T4UFE,Предохранитель,Unknown,,14.09,21.69,2024-05-02 11:32:07,41,0.1,978.22,Титова Алексей Алексеевна,Могилёвская область,Осиповичи,0,2
5285,DW2PCN9T8,Транзистор,JPZ,точный 663 343 удобный быстрый сверхмощный новый простой,18.66,33.94,2024-05-02 12:14:32,86,0.2,3502.61,Белозерова Вячеслав Филипповна,Могилёвская область,Могилёв,0,1
5286,D84U89YJB,Реле,Nexus Labs,,8.99,15.91,2024-05-02 12:44:00,5,0.0,79.55,Игнатова Азарий Георгиевич,Минская область,Молодечно,0,2
5287,NLZ15BCW7,Реле,Fusion Technologies,быстрый 353 434 надёжный простой сверхмощный точный новый,1.07,2.12,2024-05-02 13:54:02,175,0.25,463.75,Коновалов Касьян Харитонович,Минск,Минск,0,5
